175,17,55,2.37,,2008-06-18 15:07:26,2008-06-18 15:07:26
176,17,5,15.86,,2008-06-18 15:07:26,2008-06-18 15:07:26
177,17,50,7.13,,2008-06-18 15:07:26,2008-06-18 15:07:26
178,17,30,9.0,,2008-06-18 15:07:26,2008-06-18 15:07:26
179,18,25,18.7,,2008-06-18 15:07:26,2008-06-18 15:07:26
180,18,64,0.5,,2008-06-18 15:07:26,2008-06-18 15:07:26
181,18,34,5.0,,2008-06-18 15:07:26,2008-06-18 15:07:26
182,18,10,0.01,L,2008-06-18 15:07:26,2008-06-18 15:07:26
183,18,52,0.31,,2008-06-18 15:07:26,2008-06-18 15:07:26
184,18,48,0.16,,2008-06-18 15:07:26,2008-06-18 15:07:26
185,18,55,1.31,,2008-06-18 15:07:26,2008-06-18 15:07:26
186,18,5,3.2,,2008-06-18 15:07:26,2008-06-18 15:07:26
187,18,50,6.75,,2008-06-18 15:07:26,2008-06-18 15:07:26
188,18,60,2.8,,2008-06-18 15:07:26,2008-06-18 15:07:26
189,19,25,29.3,,2008-06-18 15:07:26,2008-06-18 15:07:26
190,19,64,1.5,,2008-06-18 15:07:26,2008-06-18 15:07:26
191,19,34,10.8,,2008-06-18 15:07:26,2008-06-18 15:07:26
192,19,10,0.01,L,2008-06-18 15:07:26,2008-06-18 15:07:26
193,19,52,0.23,,2008-06-18 15:07:26,2008-06-18 15:07:26
194,19,48,0.05,L,2008-06-18 15:07:26,2008-06-18 15:07:26
195,19,55,1.67,,2008-06-18 15:07:26,2008-06-18 15:07:26
196,19,5,7.54,,2008-06-18 15:07:26,2008-06-18 15:07:26
197,19,50,6.95,,2008-06-18 15:07:26,2008-06-18 15:07:26
198,19,60,9.9,,2008-06-18 15:07:26,2008-06-18 15:07:26
199,20,25,15.9,,2008-06-18 15:07:26,2008-06-18 15:07:26
200,20,64,0.4,,2008-06-18 15:07:26,2008-06-18 15:07:26
201,20,34,5.2,,2008-06-18 15:07:26,2008-06-18 15:07:26
202,20,10,0.01,L,2008-06-18 15:07:26,2008-06-18 15:07:26
203,20,52,0.1,,2008-06-18 15:07:26,2008-06-18 15:07:26
204,20,48,0.05,L,2008-06-18 15:07:26,2008-06-18 15:07:26
205,20,55,0.814,,2008-06-18 15:07:26,2008-06-18 15:07:26
206,20,5,1.64,,2008-06-18 15:07:26,2008-06-18 15:07:26
207,20,50,6.02,,2008-06-18 15:07:26,2008-06-18 15:07:26
208,20,60,6.8,,2008-06-18 15:07:26,2008-06-18 15:07:26
209,20,30,7.6,,2008-06-18 15:07:26,2008-06-18 15:07:26
210,21,56,5.04,,2008-06-18 15:07:26,2008-06-18 15:07:26
211,21,25,58.5,,2008-06-18 15:07:26,2008-06-18 15:07:26
212,21,29,3.6,,2008-06-18 15:07:26,2008-06-18 15:07:26
213,21,6,14.75,,2008-06-18 15:07:26,2008-06-18 15:07:26
214,21,64,0.8,,2008-06-18 15:07:26,2008-06-18 15:07:26
215,21,34,21.0,,2008-06-18 15:07:26,2008-06-18 15:07:26
216,21,10,0.098,T,2008-06-18 15:07:26,2008-06-18 15:07:26
217,21,52,0.468,,2008-06-18 15:07:26,2008-06-18 15:07:26
218,21,48,0.125,,2008-06-18 15:07:26,2008-06-18 15:07:26
219,21,55,2.7118,,2008-06-18 15:07:26,2008-06-18 15:07:26
220,21,5,15.04,,2008-06-18 15:07:26,2008-06-18 15:07:26
221,21,50,6.999,,2008-06-18 15:07:26,2008-06-18 15:07:26
222,21,19,3.36,T,2008-06-18 15:07:26,2008-06-18 15:07:26
223,21,30,11.8,,2008-06-18 15:07:26,2008-06-18 15:07:26
224,22,56,4.46,T,2008-06-18 15:07:26,2008-06-18 15:07:26
225,22,25,34.7,,2008-06-18 15:07:26,2008-06-18 15:07:26
226,22,29,3.5,,2008-06-18 15:07:26,2008-06-18 15:07:26
227,22,6,8.1649,,2008-06-18 15:07:26,2008-06-18 15:07:26
228,22,64,0.4,,2008-06-18 15:07:26,2008-06-18 15:07:26
229,22,34,11.6,,2008-06-18 15:07:26,2008-06-18 15:07:26
230,22,10,0.058,T,2008-06-18 15:07:26,2008-06-18 15:07:26
231,22,52,0.389,,2008-06-18 15:07:26,2008-06-18 15:07:26
232,22,48,0.072,,2008-06-18 15:07:26,2008-06-18 15:07:26
233,22,55,1.9431,,2008-06-18 15:07:26,2008-06-18 15:07:26
234,22,5,8.079,,2008-06-18 15:07:26,2008-06-18 15:07:26
235,22,50,7.297,,2008-06-18 15:07:26,2008-06-18 15:07:26
236,22,19,1.63,T,2008-06-18 15:07:26,2008-06-18 15:07:26
237,22,30,10.6,,2008-06-18 15:07:26,2008-06-18 15:07:26
238,23,25,52.4,,2008-06-18 15:07:26,2008-06-18 15:07:26
239,23,29,7.37,,2008-06-18 15:07:26,2008-06-18 15:07:26
240,23,6,11.73,,2008-06-18 15:07:26,2008-06-18 15:07:26
241,23,64,1.7,,2008-06-18 15:07:26,2008-06-18 15:07:26
242,23,34,19.1,,2008-06-18 15:07:26,2008-06-18 15:07:26
243,23,52,0.57,,2008-06-18 15:07:26,2008-06-18 15:07:26
244,23,48,0.113,,2008-06-18 15:07:26,2008-06-18 15:07:26
245,23,55,2.61,,2008-06-18 15:07:26,2008-06-18 15:07:26
246,23,5,11.94,,2008-06-18 15:07:26,2008-06-18 15:07:26
247,23,50,6.896,,2008-06-18 15:07:26,2008-06-18 15:07:26
248,23,30,11.0,,2008-06-18 15:07:26,2008-06-18 15:07:26
249,24,25,113.3,,2008-06-18 15:07:26,2008-06-18 15:07:26
250,24,29,7.77,,2008-06-18 15:07:26,2008-06-18 15:07:26
251,24,6,30.63,,2008-06-18 15:07:26,2008-06-18 15:07:26
252,24,64,2.3,,2008-06-18 15:07:26,2008-06-18 15:07:26
253,24,34,42.1,,2008-06-18 15:07:26,2008-06-18 15:07:26
254,24,52,1.39,,2008-06-18 15:07:26,2008-06-18 15:07:26
255,24,48,0.57,,2008-06-18 15:07:26,2008-06-18 15:07:26
256,24,55,4.17,,2008-06-18 15:07:26,2008-06-18 15:07:26
257,24,5,31.2,,2008-06-18 15:07:26,2008-06-18 15:07:26
258,24,50,7.256,,2008-06-18 15:07:26,2008-06-18 15:07:26
259,24,30,10.6,,2008-06-18 15:07:26,2008-06-18 15:07:26
260,25,25,45.7,,2008-06-18 15:07:26,2008-06-18 15:07:26
261,25,29,8.09,,2008-06-18 15:07:26,2008-06-18 15:07:26
262,25,6,9.695,,2008-06-18 15:07:26,2008-06-18 15:07:26
263,25,64,1.0,,2008-06-18 15:07:26,2008-06-18 15:07:26
264,25,34,16.6,,2008-06-18 15:07:26,2008-06-18 15:07:26
265,25,52,0.402,,2008-06-18 15:07:26,2008-06-18 15:07:26
266,25,48,0.059,,2008-06-18 15:07:26,2008-06-18 15:07:26
267,25,55,2.27,,2008-06-18 15:07:26,2008-06-18 15:07:26
268,25,5,10.33,,2008-06-18 15:07:26,2008-06-18 15:07:26
269,25,50,6.831,,2008-06-18 15:07:26,2008-06-18 15:07:26
270,25,30,10.8,,2008-06-18 15:07:26,2008-06-18 15:07:26
271,26,25,41.0,,2008-06-18 15:07:26,2008-06-18 15:07:26
272,26,29,4.97,,2008-06-18 15:07:26,2008-06-18 15:07:26
273,26,6,8.15,,2008-06-18 15:07:26,2008-06-18 15:07:26
274,26,64,1.1,,2008-06-18 15:07:26,2008-06-18 15:07:26
275,26,34,13.6,,2008-06-18 15:07:26,2008-06-18 15:07:26
276,26,52,0.594,,2008-06-18 15:07:26,2008-06-18 15:07:26
277,26,48,0.073,,2008-06-18 15:07:26,2008-06-18 15:07:26
278,26,55,2.36,,2008-06-18 15:07:26,2008-06-18 15:07:26
279,26,5,7.805,,2008-06-18 15:07:26,2008-06-18 15:07:26
280,26,50,6.885,,2008-06-18 15:07:26,2008-06-18 15:07:26
