id,name,description,waterbody_id,,,
1437,Pabineau River,Cross of Route 360: Follow Route 430 to the intersection of Route 360, follow Route 360, 0.8 km to crossing of Pabineau Brook.  Site is above the road,34641,
1438,Pabineau River,Main Branch: Follow Route 430 to the Brunswick Mines travel 0.9 km where Wedge Road crosses, turn left 0.1 km to the brook.  Site is below the bridge.,34641,,
1439,Pabineau River,South Branch: 0.4 km above site 3A on Wedge Road.,34641,,,
1440,Pabineau River,New Site: Follow Mines Road until you get to the road that leads to Nepisiguit Sport Lodge road.  This site is about 300 feet from Mines Road, downstr,34641,,
1441,Pabineau River,Theriault Road: Exit of Pabineau Brook near Brunswick # 12 mine.  Follow the mines road 6.4 km to intersection of Theriault Road crosses turn left for,34641,,,
1442,Gordon Meadow Brook,Follow Route 430 to the intersection of Route 360 then drive 5.6 km south of the Taylor Brook Road, then 5.6 km to the bridge crossing Gordon Meadow B,33101,,
1443,Gordon Meadow Brook,This site is 1.4 km below 1B.  Access is via a road which goes through a Pine Plantation to the Brook.,33101,,,
1444,Gordon Meadow Brook,After turning on the Key Anacon Road, drive 1.5 km. Brook is on right side of road.  Side leads to the brook.  Bridge leading to gravel pit other side,33101,,
1445,Middle River,Guy Hashey's Camp: 2.2 km up Middle River Road off of St. Anne Street, then 0.2 km to the left to the camp.  The site is just downstream from the camp,34880,,
1446,Middle River,Below Curtis Meadow: Just above where the Theriault Road crosses Middle River.,34880,,,
1447,Middle River,Rio Road: Just above the bridge where the Rio Road crosses the river.,34880,,,
1448,Middle River,Travel up Road of Resource then turn left on Arseneau Road.  Drive to Bridge.  Site is just above Bridge.,34880,,,
1449,Tetagouche River,Vallee Lourdes: Behind Vallee Lourdes Sanitarium.,35144,,,
1450,Tetagouche River,Railway Bridge: Above the railroad bridge above Vallee Lourdes.,35144,,,
1451,Tetagouche River,Behind Hick's Construction.,35144,,,
1452,Tetagouche River,Behind Atlantic Host Motel.,35144,,,
1453,Tetagouche River,Above the Falls.,35144,,,
1454,Bass River,Route 11: Site is downstream in corner from Highway 11 bridge.,40101,,,
1455,Bass River,Route 134: Site is above Bass River Bridge heading towards Allardville.,40101,,,
1456,Bass River,Highway 8: Site is down the hill of Highway 8 on left side.,40101,,,
1457,Millstream River,Take Highway 11 exit in Beresford heading west 0.4 km.  Turn left on Rue de L'heritage, drive 0.5 km to Rue George then right to Rue Linda.  Follow to,37941,,
1458,Nigadoo River,Take Highway 11, at the Nigadoo exit turn left on Rue du Moulin heading west on 322 for 1.1 km.  Turn right at Cross Roads Rue de la Riviere 315 North,37721,,
1459,Nigadoo River,Take Highway 11, at the Nigadoo exit turn right heading east for 0.4 km then turn left on Rue de la Source.  Drive 1.0 km to cottage, site is just in,37721,
1460,Nigadoo River,Take Highway 11, at the Petite Rocher exit turn left on Route 315 west for 4.4 km to Alcida Road turn left drive 1.9 km to river.  Site is above road.,37721,,
1461,Nigadoo River,Take Hwy 11 Nigadoo exit trn lft Rte 315 W. Drv 2.9 km to St. Laurant trn rgt .1 km. Then trn lft for 4 km pass Ste Rosette trn rgt for 5 km to farmho,37721,,,
1462,Elmtree River,Take Route 134 to Petit Rocher Nord, turn left heading west at la rue du bassin, the site is above second bridge.,37581,
1463,Elmtree River,Take Highway 11 toward Madran, turn left on dirt road approximately 1.3 km before Point-Vert exit, the site is about 0.4 km to river in front of Jacqu,37581,
1464,Nepisiguit River,Meadow Pool.,33020,,,
1466,Gounamitz River,,17951,,,
1467,Bartibog River,,11101,,,
1468,Bartibog River,,11101,,,
1469,Bartibog River,,11101,,,
1470,Bartibog River,,11101,,,
1471,Bartibog River,,11101,,,
1472,Bartibog River,,11101,,,
1473,Hammond River,,66901,,,
1474,Hammond River,,66901,,,
1475,Hammond River,,66901,,,
1476,Hammond River,,66901,,,
1477,Hammond River,,66901,,,
1478,Heath Steel Bridge,,33020,,,
1479,Mouth of Forty Mile Bk,,33020,,,
1480,Above Forty Mile Bk,,33020,,,
1481,Mouth of Forty Four Mile Bk,,33020,,,
1482,Above Forty Four Mile Bk,,33020,,,
1483,Below Indian Falls,,33020,,,
1484,V-Pool,,33020,,,
1485,McGrath Pool,,5301,,,
1486,Smith Pool,,5301,,,
1487,Bridge Pool,,4901,,,
1488,Manzer Dam,,5301,,,
1489,Joe Pool,Above trap net,5301,,,
1490,Fullerton Brook,,5216,,,
1491,Pabineau River,,34641,,,
1492,Grand Falls,,33020,,,
1493,Rocky Brook,,5301,,,
1494,Rocky Brook,,5301,,,
1495,Rocky Brook,,5301,,,
1496,Sisters Brook,,5210,,,
1497,Big Salmon River,,32281,,,
1498,Rocky Brook,,5301,,,
1499,Rocky Brook,,5301,,,
1500,Rocky Brook,,5301,,,
1501,Clearwater Brook,,4901,,,
1502,Clearwater Brook,,4901,,,
1503,Rocky Brook,,5301,,,
1504,L Main Restigouche River,,16950,,,
1505,Nepisiguit River,,33020,,,
1506,Clearwater Brook,,4901,,,
1507,Clearwater Brook,,4901,,,
1508,Rocky Brook,,5301,,,
1509,Clearwater Brook,,4901,,,
1510,Sisters Brook,,5210,,,
1511,Rocky Brook,,5301,,,
1512,L Main Restigouche River,,16950,,,
1513,Nepisiguit River,,33020,,,
1514,Rocky Brook,,5301,,,
1515,Nepisiguit River,,33020,,,
1516,Clearwater Brook,,4901,,,
1517,Rocky Brook,,5301,,,
1518,Rocky Brook,,5301,,,
1519,Rocky Brook,,5301,,,
1520,Nepisiguit River,,33020,,,
1521,Clearwater Brook,,4901,,,
1522,Clearwater Brook,,4901,,,
1523,Big Salmon River,,32281,,,
1524,Nepisiguit River,,33020,,,
1525,Nepisiguit River,,33020,,,
1526,Nepisiguit River,,33020,,,
1527,Clearwater Brook,,4901,,,
1528,Clearwater Brook,,4901,,,
1529,Nepisiguit River,,33020,,,
1530,Trout Creek,,66201,,,
1531,Smiths Creek,,65601,,,
1532,Smiths Creek,,65601,,,
1533,Smiths Creek,,65601,,,
1534,Millstream River,,65101,,,
1535,Millstream River,,65101,,,
1536,Trout Creek,,66201,,,
1537,Trout Creek,,66201,,,
1538,Parlee Brook,,66292,,,
1539,Trout Creek,,66201,,,
1540,Trout Creek,,66201,,,
1541,Trout Creek,,66201,,,
1542,Trout Creek,,66201,,,
1543,Wards Creek,,66377,,,
1544,Trout Creek,,66201,,,
1545,Wards Creek,,66377,,,
1546,Wards Creek,,66377,,,
1547,Clearwater Brook,,4901,,,
1548,Clearwater Brook,,4901,,,
1549,Clearwater Brook,,4901,,,
1550,Rocky Brook,,5301,,,
1551,Rocky Brook,,5301,,,
1552,Rocky Brook,,5301,,,
1553,Nepisiguit River,,33020,,,
1554,Rocky Brook,,5301,,,
1555,Rocky Brook,,5301,,,
1556,L Main Restigouche River,,16950,,,
1557,Rocky Brook,,5301,,,
1558,LSW Miramichi River (Tuadook?),,1320,,,
1559,Bartholomew River,,5901,,,
1560,NW Miramichi River,At Crawford Stretch of Crown Reserve 1 km upstream of site 34,9701,,,
1561,Hammond River,,66901,,,
1562,Hammond River,,66901,,,
1563,Hammond River,,66901,,,
1564,Hammond River,,66901,,,
1565,Hammond River,,66901,,,
1566,Hammond River,,66901,,,
1567,Hammond River,,66901,,,
1568,Hammond River,,66901,,,
1569,Hammond River,,66901,,,
1570,Hammond River,,66901,,,
1571,Hammond River,,66901,,,
1572,Hammond River,,66901,,,
1573,Hammond River,,66901,,,
1574,Hammond River,,66901,,,
1575,Hammond River,,66901,,,
1576,Hammond River,,66901,,,
1577,Titus Brook,,66931,,,
1578,Salt Springs Brook,,66934,,,
1579,Scoodic Brook,,66979,,,
1580,Mill Brook,,67037,,,
1581,Hanford Brook,,67057,,,
1582,Germaine Brook,,67092,,,
1583,Donnelly Brook,,67110,,,
1584,South Stream,,67111,,,
1585,Brawley Brook,,67132,,,
1586,Bradley Brook,,67138,,,
1587,Bater Brook,,67155,,,
1588,Palmer Brook,,67157,,,
1589,McGonagle Brook,,67178,,,
1590,N Br Hammond River,,67182,,,
1591,Fowler Brook,,67183,,,
1592,Burnt Church River,,11501,,,
1593,Burnt Church River,,11501,,,
1594,S Br Burnt Church River,,11505,,,
1595,N Br Burnt Church River,,11523,,,
1596,Bartibog River,,11101,,,
1597,Bartibog River,,11101,,,
1598,Bartibog River,,11101,,,
1599,Bartibog River,,11101,,,
1600,Bartibog River,,11101,,,
1601,Bartibog River,,11101,,,
1602,Bartibog River,,11101,,,
1603,Bartibog River,,11101,,,
1604,Bartibog River,,11101,,,
1605,Bartibog River,,11101,,,
1606,Bartibog River,,11101,,,
1607,Bartibog River,,11101,,,
1608,Bartibog River,,11101,,,
1609,Green Brook,,11173,,,
1610,Rocky Brook,,5301,,,
1611,Rocky Brook,,5301,,,
1612,Rocky Brook,,5301,,,
1613,Rocky Brook,,5301,,,
1614,Rocky Brook,,5301,,,
1615,Rocky Brook,,5301,,,
1616,Rocky Brook,,5301,,,
1617,Rocky Brook,,5301,,,
1618,Rocky Brook,,5301,,,
1619,Unnamed (Brown Lake Outlet),,5324,,,
1620,Fish Brook,,5400,,,
1621,Fish Brook,,5400,,,
1622,Sisters Brook,,5210,,,
1623,Sisters Brook,,5210,,,
1624,Sisters Brook,,5210,,,
1625,Sisters Brook,,5210,,,
1626,Sisters Brook,,5210,,,
1627,Unnamed (Three Mile L Outlet),,5212,,,
1628,Fullerton Brook,,5216,,,
1629,Unnamed (L Sister Lake Outlet),,5227,,,
1630,Hinman Branch,,5232,,,
1631,Hinman Branch,,5232,,,
1632,Unnamed (Round Lake Outlet),,5238,,,
1633,Clearwater Brook,,4901,,,
1634,Clearwater Brook,,4901,,,
1635,Clearwater Brook,,4901,,,
1636,Clearwater Brook,,4901,,,
1637,Clearwater Brook,,4901,,,
1638,Clearwater Brook,,4901,,,
1639,Clearwater Brook,,4901,,,
1640,Clearwater Brook,,4901,,,
1641,Clearwater Brook,,4901,,,
1642,Clearwater Brook,,4901,,,
1643,Clearwater Brook,,4901,,,
1644,Clearwater Brook,,4901,,,
1645,Clearwater Brook,,4901,,,
1646,Otter Brook,,4911,,,
1647,Stream Reconnaissance 9,,5008,,,
1648,Stream Reconnaissance 10,,5021,,,
1649,NE Br Clearwater Brook,,5106,,,
1650,NE Br Clearwater Brook,,5106,,,
1651,Burnthill Brook,,4601,,,
1652,Burnthill Brook,,4601,,,
1653,S Br Burnthill Brook,,4620,,,
1654,S Br Burnthill Brook,,4620,,,
1655,Green Brook,,4648,,,
1656,N Br Burnthill Brook,,4678,,,
1657,N Br Burnthill Brook,,4678,,,
1658,N Br Burnthill Brook,,4678,,,
1659,S Br SW Miramichi River,,3701,,,
1660,Little Clearwater Brook,,3707,,,
1661,Elliott Brook,,3819,,,
1662,Big Teague Brook,,3904,,,
1663,Juniper Brook,,3940,,,
1664,N Br SW Miramichi River,,4001,,,
1665,SW Miramichi River,,4300,,,
1666,Catamaran Brook,,7526,,,
1667,Catamaran Brook,,7526,,,
1668,Catamaran Brook,,7526,,,
1669,Unnamed Stream,,7529,,,
1670,L Main Restigouche River,,16950,,,
1671,L Main Restigouche River,,16950,,,
1672,L Main Restigouche River,,16950,,,
1673,L Main Restigouche River,,16950,,,
1674,L Main Restigouche River,,16950,,,
1675,L Main Restigouche River,,16950,,,
1676,L Main Restigouche River,,16950,,,
1677,Boston Brook,,17377,,,
1678,Boston Brook,,17377,,,
1679,Alex Brook,,17729,,,
1680,Cedar Brook,,17831,,,
1681,Cedar Brook,,17831,,,
1682,Cedar Brook,,17831,,,
1683,Cedar Brook,,17831,,,
1684,Hicks Brook,,,,,
1685,Midgic River,,,,,
1686,Midgic River,,,,,
1687,Midgic River,,,,,
1688,Morice Creek,,25077,,,
1689,Morice Creek,,25077,,,
1690,Morice Creek,,25077,,,
1691,Joe Brook,,25098,,,
1692,Joe Brook,,25098,,,
1693,Joe Brook,,25098,,,
1694,Joe Brook,,25098,,,
1695,Joe Brook,,25098,,,
1696,Joe Brook,,25098,,,
1697,Joe Brook,,25098,,,
1698,Jenks Brook,,25153,,,
1699,Aulac River,,25236,,,
1700,Aulac River,,25236,,,
1701,Aulac River,,25236,,,
1702,La Coupe River,,25261,,,
1703,Crooked Creek,,25602,,,
1704,Crooked Creek,,25602,,,
1705,Crooked Creek,,25602,,,
1706,Crooked Creek,,25602,,,
1707,Crooked Creek,,25602,,,
1708,West River,,25529,,,
1709,West River,,25529,,,
1710,North River,,25554,,,
1711,Memel Creek,,25761,,,
1712,Demoiselle Creek,,25896,,,
1713,Demoiselle Creek,,25896,,,
1714,Demoiselle Creek,,25896,,,
1715,Demoiselle Creek,,25896,,,
1716,Demoiselle Creek,,25896,,,
1717,Jonathan Creek,,27321,,,
1718,Jonathan Creek,,27321,,,
1719,Jonathan Creek,,27321,,,
1720,Jonathan Creek,,27321,,,
1721,Jonathan Creek,,27321,,,
1722,Jonathan Creek,,27321,,,
1723,Little River,,26461,,,
1724,Little River,,26461,,,
1725,Little River,,26461,,,
1726,Little River,,26461,,,
1727,Little River,,26461,,,
1728,Little River,,26461,,,
1729,Little River,,26461,,,
1730,Little River,,26461,,,
1731,Little River,,26461,,,
1732,Little River,,26461,,,
1733,Little River,,26461,,,
1734,Little River,,26461,,,
1735,Little River,,26461,,,
1736,Little River,,26461,,,
1737,Ruisseau de la Truite,,29070,,,
1738,Ruisseau de la Truite,,29070,,,
1739,Ruisseau de la Truite,,29070,,,
1740,Ruisseau de la Truite-Sud,,29072,,,
1741,Rivière Saint-Charles,,30081,,,
1742,Rivière Saint-Charles,,30081,,,
1743,Rivière Saint-Charles,,30081,,,
1744,Rivière Saint-Charles,,30081,,,
1745,S Br St. Nicholas River,,29323,,,
1746,S Br St. Nicholas River,,29323,,,
1747,S Br St. Nicholas River,,29323,,,
1748,S Br St. Nicholas River,,29323,,,
1749,S Br St. Nicholas River,,29323,,,
1750,W Br St. Nicholas River,,29371,,,
1751,W Br St. Nicholas River,,29371,,,
1752,W Br St. Nicholas River,,29371,,,
1753,W Br St. Nicholas River,,29371,,,
1754,Rivière Chockpish,,30298,,,
1755,Rivière Chockpish,,30298,,,
1756,Rivière Chockpish-nord,,30325,,,
1757,Mill Creek,,29990,,,
1758,Mill Creek,,29990,,,
1759,Mill Creek,,29990,,,
1760,Mill Creek,,29990,,,
1761,Murray Brook,,30882,,,
1762,Murray Brook,,30882,,,
1763,Weisner Brook,,31011,,,
1764,Weisner Brook,,31011,,,
1765,Weisner Brook,,31011,,,
1766,Weisner Brook,,31011,,,
1767,Tabusintac River,,42200,,,
1768,Tabusintac River,,42200,,,
1769,Tabusintac River,,42200,,,
1770,Tabusintac River,,42200,,,
1771,Tabusintac River,,42200,,,
1772,Tabusintac River,,42200,,,
1773,Tabusintac River,,42200,,,
1774,Tabusintac River,,42200,,,
1775,Tabusintac River,,42200,,,
1776,Tabusintac River,,42200,,,
1777,Tabusintac River,,42200,,,
1778,Tabusintac River,,42200,,,
1779,Tabusintac River,,42200,,,
1780,Big Hole Brook,,42401,,,
1781,Big Hole Brook,,42401,,,
1782,Big Hole Brook,,42401,,,
1783,Pisiguit Brook,,42404,,,
1784,Big Eskedelloc River,,42612,,,
1785,Taxis River,,3101,,,
1786,Taxis River,,3101,,,
1787,Taxis River,,3101,,,
1788,Taxis River,,3101,,,
1789,Taxis River,,3101,,,
1790,Taxis River,,3101,,,
1791,Taxis River,,3101,,,
1792,Taxis River,,3101,,,
1793,Taxis River,,3101,,,
1794,S Br Taxis River,,3182,,,
1795,N Br Taxis River,,3208,,,
1796,Upper Hayden Brook,,3222,,,
1797,Upper Hayden Brook,,3222,,,
1798,Upper Hayden Brook,,3222,,,
1799,Middle Hayden Brook,,3241,,,
1800,Lower Hayden Brook,,3250,,,
1801,Lower Hayden Brook,,3250,,,
1802,Hovey Brook,,3286,,,
1803,Hovey Brook,,3286,,,
1804,Gounamitz River,,17951,,,
1805,Gounamitz River,,17951,,,
1806,Gounamitz River,,17951,,,
1807,Gounamitz River,,17951,,,
1808,W Br Gounamitz River,,18077,,,
1809,W Br Gounamitz River,,18077,,,
1810,N Br Gounamitz River,,18142,,,
1811,N Br Gounamitz River,,18142,,,
1812,N Br Gounamitz River,,18142,,,
1813,N Br Gounamitz River,,18142,,,
1814,Beadle Brook,,4169,,,
1815,Beadle Brook,,4169,,,
1816,Beadle Brook,,4169,,,
1817,Beadle Brook,,4169,,,
1818,Beadle Brook,,4169,,,
1819,Beadle Brook,,4169,,,
1820,McKiel Brook,,4401,,,
1821,McKiel Brook,,4401,,,
1822,McKiel Brook,,4401,,,
1823,McKiel Brook,,4401,,,
1824,McKiel Brook,,4401,,,
1825,McKiel Brook,,4401,,,
1826,McKiel Brook,,4401,,,
1827,W Br McKiel Brook,,4403,,,
1828,W Br McKiel Brook,,4403,,,
1829,Kennebecasis River,,64800,,,
1830,Kennebecasis River,,64800,,,
1831,Kennebecasis River,,64800,,,
1832,Kennebecasis River,,64800,,,
1833,Kennebecasis River,,64800,,,
1834,Kennebecasis River,,64800,,,
1835,Kennebecasis River,,64800,,,
1836,Kennebecasis River,,64800,,,
1837,Kennebecasis River,,64800,,,
1838,Kennebecasis River,,64800,,,
1839,Kennebecasis River,,64800,,,
1840,Kennebecasis River,,64800,,,
1841,Kennebecasis River,,64800,,,
1842,Kennebecasis River,,64800,,,
1843,Kennebecasis River,,64800,,,
1844,Kennebecasis River,,64800,,,
1845,Kennebecasis River,,64800,,,
1846,Kennebecasis River,,64800,,,
1847,Kennebecasis River,,64800,,,
1848,Kennebecasis River,,64800,,,
1849,Kennebecasis River,,64800,,,
1850,Kennebecasis River,,64800,,,
1851,Kennebecasis River,,64800,,,
1852,Kennebecasis River,,64800,,,
1853,Kennebecasis River,,64800,,,
1854,Kennebecasis River,,64800,,,
1855,Kennebecasis River,,64800,,,
1856,Kennebecasis River,,64800,,,
1857,Kennebecasis River,,64800,,,
1858,Kennebecasis River,,64800,,,
1859,Kennebecasis River,,64800,,,
1860,Kennebecasis River,,64800,,,
1861,Kennebecasis River,,64800,,,
1862,Kennebecasis River,,64800,,,
1863,Kennebecasis River,,64800,,,
1864,Almshouse Brook,,64959,,,
1865,Unnamed - 64972,,64972,,,
1866,Millstream River,,65101,,,
1867,Millstream River,,65101,,,
1868,Millstream River,,65101,,,
1869,Millstream River,,65101,,,
1870,Millstream River,,65101,,,
1871,Millstream River,,65101,,,
